,Comp,A1,A2,yA2,TotEng,DHmix,DHmix_in_meV
1717,Ma0Ea8-Pb8I24,Ma,Ea,0.9523933901349579,-67.53070420125,-0.5610335683381038,-561.0335683381038
1718,Ma0Ea8-Pb8I24,Ma,Ea,0.9523933901349579,-67.493818685,-0.5241480520880941,-524.1480520880941
1719,Ma0Ea8-Pb8I24,Ma,Ea,0.9523933901349579,-67.5442187025,-0.5745480695881042,-574.5480695881042
1720,Ma0Ea8-Pb8I24,Ma,Ea,0.9523933901349579,-67.5549357775,-0.5852651445881065,-585.2651445881065
1721,Ma5Ea3-Pb8I24,Ma,Ea,0.32299720749165217,-57.206499805,0.5854849907394133,585.4849907394133
1722,Ma2Ea6-Pb8I24,Ma,Ea,0.6896683009262787,-63.3789606225,-0.2402765713209405,-240.2765713209405
1723,Ma2Ea6-Pb8I24,Ma,Ea,0.6896683009262787,-63.40858225375,-0.26989820257093555,-269.89820257093555
1724,Ma2Ea6-Pb8I24,Ma,Ea,0.6896683009262787,-63.39915253875,-0.26046848757093954,-260.46848757093954
1725,Ma2Ea6-Pb8I24,Ma,Ea,0.6896683009262787,-63.38445312875,-0.2457690775709409,-245.7690775709409
1726,Ma2Ea6-Pb8I24,Ma,Ea,0.6896683009262787,-63.40907580875,-0.27039175757094114,-270.39175757094114
1727,Ma5Ea3-Pb8I24,Ma,Ea,0.3221791406141158,-57.2246633525,0.5553926120788901,555.3926120788901
1728,Ma5Ea3-Pb8I24,Ma,Ea,0.3221791406141158,-57.207943005,0.5721129595788952,572.1129595788952
1729,Ma5Ea3-Pb8I24,Ma,Ea,0.3221791406141158,-57.223854,0.5562019645788894,556.2019645788894
1730,Ma5Ea3-Pb8I24,Ma,Ea,0.3221791406141158,-57.219501795,0.5605541695788929,560.5541695788929
1731,Ma0Ea8-Pb8I24,Ma,Ea,0.971046107501363,-67.5941028525,-0.3524433122523618,-352.4433122523618
1732,Ma0Ea8-Pb8I24,Ma,Ea,0.946278530253288,-67.5864119675,-0.7059065765770214,-705.9065765770214
1733,Ma0Ea8-Pb8I24,Ma,Ea,0.946278530253288,-67.5914577125,-0.7109523215770253,-710.9523215770253
1734,Ma0Ea8-Pb8I24,Ma,Ea,0.946278530253288,-67.61610215125,-0.7355967603270273,-735.5967603270273
1735,Ma0Ea8-Pb8I24,Ma,Ea,0.946278530253288,-67.550943185,-0.6704377940770172,-670.4377940770172
1736,Ma0Ea8-Pb8I24,Ma,Ea,0.946278530253288,-67.58596115625,-0.7054557653270166,-705.4557653270166
1737,Ma1Ea7-Pb8I24,Ma,Ea,0.9204805202152759,-65.4988116,1.0055141478264176,1005.5141478264176
1738,Ma1Ea7-Pb8I24,Ma,Ea,0.9204805202152759,-65.50954386625,0.9947818815764151,994.7818815764151
1739,Ma1Ea7-Pb8I24,Ma,Ea,0.9204805202152759,-65.3973761825,1.106949565326417,1106.949565326417
1740,Ma1Ea7-Pb8I24,Ma,Ea,0.9204805202152759,-65.5222445,0.9820812478264145,982.0812478264145
1741,Ma1Ea7-Pb8I24,Ma,Ea,0.9204805202152759,-65.500760785,1.0035649628264167,1003.5649628264167
1742,Ma8Ea0-Pb8I24,Ma,Ea,0.0489753548239269,-50.99205161375,2.804220234156679,2804.220234156679
1743,Ma8Ea0-Pb8I24,Ma,Ea,0.0489753548239269,-50.98859991125,2.8076719366566802,2807.6719366566804
1744,Ma8Ea0-Pb8I24,Ma,Ea,0.0489753548239269,-50.9983597625,2.7979120854066775,2797.9120854066773
1745,Ma8Ea0-Pb8I24,Ma,Ea,0.0489753548239269,-50.99141297125,2.804858876656679,2804.858876656679
1746,Ma8Ea0-Pb8I24,Ma,Ea,0.0489753548239269,-50.98723431625,2.809037531656676,2809.037531656676
1747,Ma1Ea7-Pb8I24,Ma,Ea,0.8597441796751324,-65.4950315825,0.12365318473460007,123.65318473460007
1748,Ma1Ea7-Pb8I24,Ma,Ea,0.8597441796751324,-65.45955086,0.15913390723461163,159.13390723461163
1749,Ma0Ea8-Pb8I24,Ma,Ea,0.9848363646599644,-67.57670664,-0.1339612792379512,-133.9612792379512
1750,Ma0Ea8-Pb8I24,Ma,Ea,0.9848363646599644,-67.58027489875,-0.13752953798795886,-137.52953798795886
1751,Ma0Ea8-Pb8I24,Ma,Ea,0.9848363646599644,-67.563167365,-0.1204220042379518,-120.4220042379518
1752,Ma4Ea4-Pb8I24,Ma,Ea,0.5452559700159763,-59.2821774225,1.750724864095865,1750.724864095865
1753,Ma4Ea4-Pb8I24,Ma,Ea,0.5452559700159763,-59.28964028,1.743262006595863,1743.262006595863
1754,Ma2Ea6-Pb8I24,Ma,Ea,0.7898372434669361,-63.425513705,1.173806922363923,1173.806922363923
1755,Ma4Ea4-Pb8I24,Ma,Ea,0.5452559700159763,-59.308752955,1.7241493315958607,1724.1493315958608
1756,Ma4Ea4-Pb8I24,Ma,Ea,0.5452559700159763,-59.2599572975,1.772944989095862,1772.944989095862
1757,Ma6Ea2-Pb8I24,Ma,Ea,0.20699042048313254,-55.12981677125,0.9705882604167826,970.5882604167825
1758,Ma6Ea2-Pb8I24,Ma,Ea,0.20699042048313254,-55.1272492175,0.9731558141667804,973.1558141667804
1759,Ma6Ea2-Pb8I24,Ma,Ea,0.20699042048313254,-55.12631760125,0.9740874304167804,974.0874304167803
1760,Ma6Ea2-Pb8I24,Ma,Ea,0.20699042048313254,-55.11600552625,0.984399505416782,984.399505416782
1761,Ma6Ea2-Pb8I24,Ma,Ea,0.20699042048313254,-55.135783255,0.9646217766667817,964.6217766667817
